Stock,Name,Sector,Cap,Pattern,TF,Date,Status,Breakout_Zone,CMP,Upside_%,Quality,Vol_Surge,CANSLIM,Reco,Window
SUMMITSEC,Summit Securities Limited,,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,261.53,287.66,-9.08,0.09,0.64,4,WATCH — mixed,80
SUNDARMFIN,Sundaram Finance Limited,,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,261.53,287.66,-9.08,0.09,0.64,4,WATCH — mixed,80
SUNCLAY,Sundaram-Clayton Limited,,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,261.53,287.66,-9.08,0.09,0.64,4,WATCH — mixed,80
ASTRAZEN,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,1142.0,1142.0,0.0,0.087,0.59,4,WATCH — mixed,15
SIKKO,Sikko Industries Limited,Basic Materials,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,815.48,853.75,-4.48,0.087,0.45,4,WATCH — mixed,60
SIKA,Sika Interplant Systems Limited,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,815.48,853.75,-4.48,0.087,0.45,4,WATCH — mixed,60
LLOYDSENGG,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,57.67,67.71,-14.83,0.086,0.57,4,WATCH — mixed,80
LINDEINDIA,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,57.67,67.71,-14.83,0.086,0.57,4,WATCH — mixed,80
LLOYDSENT,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,57.67,67.71,-14.83,0.086,0.57,4,WATCH — mixed,80
LINCOLN,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,57.67,67.71,-14.83,0.086,0.57,4,WATCH — mixed,80
SOMANYCERA,Somany Ceramics Limited,Industrials,Small,InverseHS,Daily,2026-04-23,Pattern Formed,65.21,65.57,-0.55,0.086,0.35,4,WATCH — mixed,60
SOLARINDS,Solar Industries India Limited,Basic Materials,Large,InverseHS,Daily,2026-04-23,Pattern Formed,65.21,65.57,-0.55,0.086,0.35,4,WATCH — mixed,60
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1770.2,1546.2,14.49,0.085,0.71,4,WATCH — mixed,60
GRSE,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,163.35,219.76,-25.67,0.085,0.94,4,WATCH — mixed,40
VSTTILLERS,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1279.5,1460.9,-12.42,0.085,0.42,4,WATCH — mixed,40
WALCHANNAG,Walchandnagar Industries Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1279.5,1460.9,-12.42,0.085,0.42,4,WATCH — mixed,40
VSTIND,VST Industries Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1279.5,1460.9,-12.42,0.085,0.42,4,WATCH — mixed,40
VSTL,Vibhor Steel Tubes Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1279.5,1460.9,-12.42,0.085,0.42,4,WATCH — mixed,40
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1825.9,1684.7,8.38,0.084,0.81,4,WATCH — mixed,60
TECHNVISN,TechNVision Ventures Limited,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,269.4,256.0,5.23,0.084,0.15,4,WATCH — mixed,40
VINDHYATEL,Vindhya Telelinks Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1022.2,1022.0,0.02,0.084,0.22,4,WATCH — mixed,60
VINATIORGA,Vinati Organics Limited,Basic Materials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1022.2,1022.0,0.02,0.084,0.22,4,WATCH — mixed,60
VHL,Vardhman Holdings Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1022.2,1022.0,0.02,0.084,0.22,4,WATCH — mixed,60
ADL,Archidply Decor Limited,Consumer Cyclical,Micro,BullFlag,Daily,2026-04-23,Pattern Formed,1368.1,1366.7,0.1,0.083,0.95,4,WATCH — mixed,15
FSL,Firstsource Solutions Limited,Technology,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,5254.0,4716.1,11.41,0.083,0.5,4,WATCH — mixed,40
TIIL,Technocraft Industries (India) Limited,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,456.75,466.3,-2.05,0.083,0.43,4,WATCH — mixed,40
RPSGVENT,RPSG Ventures Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,369.05,470.8,-21.61,0.082,0.53,4,WATCH — mixed,40
RPTECH,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,369.05,470.8,-21.61,0.082,0.53,4,WATCH — mixed,40
TECHNVISN,TechNVision Ventures Limited,,Unknown,FlatBase,Weekly,2026-04-23,Pattern Formed,296.2,256.0,15.7,0.081,0.15,4,WATCH — mixed,120
VINDHYATEL,Vindhya Telelinks Limited,Industrials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,1040.8,1022.0,1.84,0.081,0.18,4,WATCH — mixed,15
VINATIORGA,Vinati Organics Limited,Basic Materials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1040.8,1022.0,1.84,0.081,0.18,4,WATCH — mixed,15
VHL,Vardhman Holdings Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,1040.8,1022.0,1.84,0.081,0.18,4,WATCH — mixed,15
SUMMITSEC,Summit Securities Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,258.19,287.66,-10.24,0.08,0.64,4,WATCH — mixed,60
SUMMITSEC,Summit Securities Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,297.31,287.66,3.35,0.08,0.34,4,WATCH — mixed,15
SUNDARMFIN,Sundaram Finance Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,258.19,287.66,-10.24,0.08,0.64,4,WATCH — mixed,60
SUNDARMFIN,Sundaram Finance Limited,,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,297.31,287.66,3.35,0.08,0.34,4,WATCH — mixed,15
SUNCLAY,Sundaram-Clayton Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,258.19,287.66,-10.24,0.08,0.64,4,WATCH — mixed,60
SUNCLAY,Sundaram-Clayton Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,297.31,287.66,3.35,0.08,0.34,4,WATCH — mixed,15
BHARATFORG,Bharat Forge Limited,,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,1923.9,1871.6,2.79,0.079,0.8,4,WATCH — mixed,60
BHAGYANGR,Bhagyanagar India Limited,,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,1923.9,1871.6,2.79,0.079,0.8,4,WATCH — mixed,60
BHARATRAS,Bharat Rasayan Limited,Basic Materials,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,1923.9,1871.6,2.79,0.079,0.8,4,WATCH — mixed,60
PANACEABIO,Panacea Biotec Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,116.15,136.5,-14.91,0.079,1.03,4,WATCH — mixed,40
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,116.15,136.5,-14.91,0.079,1.03,4,WATCH — mixed,40
PARACABLES,Paramount Communications Limited,Technology,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,116.15,136.5,-14.91,0.079,1.03,4,WATCH — mixed,40
SHANTIGOLD,,,Unknown,FlatBase,Weekly,2026-04-23,Pattern Formed,2267.4,2166.3,4.67,0.079,2.87,4,WATCH — mixed,40
INDSWFTLAB,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,146.41,140.25,4.39,0.078,0.33,4,WATCH — mixed,60
INNOVANA,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,146.41,140.25,4.39,0.078,0.33,4,WATCH — mixed,60
INGERRAND,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,146.41,140.25,4.39,0.078,0.33,4,WATCH — mixed,60
RBLBANK,RBL Bank Limited,Financial Services,Mid,DoubleBottom,Weekly,2026-04-20,Pattern Formed,67.77,63.64,6.49,0.078,0.23,4,WATCH — mixed,40
DHRUV,Dhruv Consultancy Services Limited,Industrials,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,26.61,26.71,-0.37,0.077,0.23,4,WATCH — mixed,100
PIIND,PI Industries Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,4846.3,4806.4,0.83,0.077,0.73,4,WATCH — mixed,40
PIONEEREMB,Pioneer Embroideries Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,4846.3,4806.4,0.83,0.077,0.73,4,WATCH — mixed,40
PITTIENG,Pitti Engineering Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,4846.3,4806.4,0.83,0.077,0.73,4,WATCH — mixed,40
PPAP,PPAP Automotive Limited,,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,19641.5,31435.0,-37.52,0.077,1.02,4,WATCH — mixed,120
POWERINDIA,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,19641.5,31435.0,-37.52,0.077,1.02,4,WATCH — mixed,120
VSSL,Vardhman Special Steels Limited,Basic Materials,Small,BullFlag,Daily,2026-04-23,Pattern Formed,1481.6,1443.8,2.62,0.077,0.73,4,WATCH — mixed,15
BIL,Bhartiya International Ltd.,Consumer Cyclical,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,267.85,338.96,-20.98,0.076,0.64,4,WATCH — mixed,40
NIVABUPA,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,418.4,416.85,0.37,0.075,0.46,4,WATCH — mixed,15
NKIND,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,418.4,416.85,0.37,0.075,0.46,4,WATCH — mixed,15
POLICYBZR,PB Fintech Limited,Financial Services,Large,InverseHS,Daily,2026-04-23,Pattern Formed,912.95,914.05,-0.12,0.075,0.36,4,WATCH — mixed,60
SPMLINFRA,SPML Infra Limited,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,100.2,101.0,-0.79,0.075,0.53,4,WATCH — mixed,60
SUNTECK,Sunteck Realty Limited,Real Estate,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1.94,1.44,34.72,0.075,0.3,4,WATCH — mixed,150
TIMEX,Timex Group India Limited,Consumer Cyclical,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,420.35,395.15,6.38,0.075,0.29,4,WATCH — mixed,60
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,523.25,348.82,50.01,0.073,0.31,4,WATCH — mixed,100
BIL,Bhartiya International Ltd.,Consumer Cyclical,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,288.12,338.96,-15.0,0.073,0.64,4,WATCH — mixed,120
DEVIT,Dev Information Technology Limited,Technology,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,249.93,269.1,-7.12,0.071,0.48,4,WATCH — mixed,80
DEVYANI,Devyani International Limited,Consumer Cyclical,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,249.93,269.1,-7.12,0.071,0.48,4,WATCH — mixed,80
DHARMAJ,Dharmaj Crop Guard Limited,Basic Materials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,249.93,269.1,-7.12,0.071,0.48,4,WATCH — mixed,80
DGCONTENT,Digicontent Limited,Communication Services,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,249.93,269.1,-7.12,0.071,0.48,4,WATCH — mixed,80
DHANUKA,Dhanuka Agritech Limited,Basic Materials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,249.93,269.1,-7.12,0.071,0.48,4,WATCH — mixed,80
DENTA,DENTA WATER N INFRA SOL L,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,249.93,269.1,-7.12,0.071,0.48,4,WATCH — mixed,80
BHARATFORG,Bharat Forge Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1804.4,1871.6,-3.59,0.068,0.8,4,WATCH — mixed,40
BHAGYANGR,Bhagyanagar India Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1804.4,1871.6,-3.59,0.068,0.8,4,WATCH — mixed,40
BHARATRAS,Bharat Rasayan Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1804.4,1871.6,-3.59,0.068,0.8,4,WATCH — mixed,40
SURANASOL,Surana Solar Limited,Technology,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,32.05,37.69,-14.96,0.068,0.88,4,WATCH — mixed,60
ADL,Archidply Decor Limited,Consumer Cyclical,Micro,DoubleBottom,Daily,2026-04-23,Pattern Formed,1036.7,1366.7,-24.15,0.067,1.03,4,WATCH — mixed,40
INDBANK,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1263.1,1545.0,-18.25,0.067,0.86,4,WATCH — mixed,40
LUMAXIND,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,945.15,1747.05,-45.9,0.067,0.98,4,WATCH — mixed,40
SOLEX,SOLEX ENERGY LIMITED,Technology,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,462.75,462.75,0.0,0.067,0.6,4,WATCH — mixed,15
COALINDIA,Coal India Limited,,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,1438.25,1595.4,-9.85,0.066,0.76,4,WATCH — mixed,60
SMCGLOBAL,SMC Global Securities Limited,Financial Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,354.3,410.35,-13.66,0.066,0.61,4,WATCH — mixed,40
GENUSPAPER,Genus Paper & Boards Limited,Basic Materials,Micro,DoubleBottom,Daily,2026-04-23,Pattern Formed,358.15,344.7,3.9,0.065,1.88,4,WATCH — mixed,40
NETWORK18,Network18 Media & Investments Limited,,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,4019.6,3882.6,3.53,0.065,0.4,4,WATCH — mixed,15
NETWEB,Netweb Technologies India Limited,,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,4019.6,3882.6,3.53,0.065,0.4,4,WATCH — mixed,15
OMAXAUTO,Omax Autos Limited,Consumer Cyclical,Micro,DoubleBottom,Daily,2026-04-20,Pattern Formed,426.82,474.7,-10.09,0.065,0.66,4,WATCH — mixed,40
SKFINDIA,SKF India Limited,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1875.4,1726.7,8.61,0.065,0.29,4,WATCH — mixed,100
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,1778.4,1684.7,5.56,0.065,0.81,4,WATCH — mixed,120
ASTRAZEN,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,1065.75,1142.0,-6.68,0.064,0.73,4,WATCH — mixed,60
DEEPINDS,Deep Industries Limited,Energy,Small,InverseHS,Daily,2026-04-23,Pattern Formed,220.23,432.25,-49.05,0.064,0.8,4,WATCH — mixed,80
SKFINDIA,SKF India Limited,Industrials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1751.1,1726.7,1.41,0.064,0.69,4,WATCH — mixed,15
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1803.8,1711.5,5.39,0.064,0.15,4,WATCH — mixed,40
VIKRAN,VIKRAN ENGINEERING LTD,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,215.03,227.48,-5.47,0.064,0.9,4,WATCH — mixed,120
VIKRAN,VIKRAN ENGINEERING LTD,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,195.04,227.48,-14.26,0.064,0.9,4,WATCH — mixed,40
VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,215.03,227.48,-5.47,0.064,0.9,4,WATCH — mixed,120
VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,195.04,227.48,-14.26,0.064,0.9,4,WATCH — mixed,40
VIMTALABS,Vimta Labs Limited,Healthcare,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,215.03,227.48,-5.47,0.064,0.9,4,WATCH — mixed,120
VIMTALABS,Vimta Labs Limited,Healthcare,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,195.04,227.48,-14.26,0.064,0.9,4,WATCH — mixed,40
ORIENTCER,Orient Ceratech Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,38.65,42.81,-9.72,0.063,0.21,4,WATCH — mixed,40
ORIENTCEM,Orient Cement Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,38.65,42.81,-9.72,0.063,0.21,4,WATCH — mixed,40
SOLEX,SOLEX ENERGY LIMITED,Technology,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,388.4,462.75,-16.07,0.062,0.6,4,WATCH — mixed,40
SOMANYCERA,Somany Ceramics Limited,Industrials,Small,FlatBase,Daily,2026-04-23,Pattern Formed,67.2,65.57,2.49,0.061,0.35,4,WATCH — mixed,120
SOLARINDS,Solar Industries India Limited,Basic Materials,Large,FlatBase,Daily,2026-04-23,Pattern Formed,67.2,65.57,2.49,0.061,0.35,4,WATCH — mixed,120
STARTECK,Starteck Finance Limited,Financial Services,Micro,DoubleBottom,Daily,2026-04-23,Pattern Formed,480.6,517.0,-7.04,0.061,0.49,4,WATCH — mixed,60
STCINDIA,The State Trading Corporation of India Limited,Industrials,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,480.6,517.0,-7.04,0.061,0.49,4,WATCH — mixed,60
CINEVISTA,Cinevista Limited,,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,278.09,273.89,1.53,0.06,0.88,4,WATCH — mixed,15
CIFL,Capital India Finance Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,278.09,273.89,1.53,0.06,0.88,4,WATCH — mixed,15
CINELINE,Cineline India Limited,,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,278.09,273.89,1.53,0.06,0.88,4,WATCH — mixed,15
CLSEL,Chaman Lal Setia Exports Ltd.,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,278.09,273.89,1.53,0.06,0.88,4,WATCH — mixed,15
CLEANMAX,CLEAN MAX ENVIRO EN SOL L,,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,278.09,273.89,1.53,0.06,0.88,4,WATCH — mixed,15
CIPLA,Cipla Limited,,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,278.09,273.89,1.53,0.06,0.88,4,WATCH — mixed,15
KPIL,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,1266.0,1264.1,0.15,0.06,0.43,4,WATCH — mixed,15
QUINT,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,304.9,319.0,-4.42,0.06,0.36,4,WATCH — mixed,60
RADIANTCMS,Radiant Cash Management Services Limited,,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,304.9,319.0,-4.42,0.06,0.36,4,WATCH — mixed,60
RADHIKAJWE,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,304.9,319.0,-4.42,0.06,0.36,4,WATCH — mixed,60
COALINDIA,Coal India Limited,,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,1595.4,1595.4,-0.0,0.059,1.06,4,WATCH — mixed,15
ZENTEC,Zen Technologies Limited,Industrials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,222.34,221.0,0.61,0.059,0.61,4,WATCH — mixed,15
ZENSARTECH,Zensar Technologies Limited,Technology,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,222.34,221.0,0.61,0.059,0.61,4,WATCH — mixed,15
KPIL,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,1128.55,1264.1,-10.72,0.058,0.3,4,WATCH — mixed,60
PPAP,PPAP Automotive Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,25670.0,31435.0,-18.34,0.058,1.02,4,WATCH — mixed,40
POWERINDIA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,25670.0,31435.0,-18.34,0.058,1.02,4,WATCH — mixed,40
BANSWRAS,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,260.05,308.0,-15.57,0.056,0.16,4,WATCH — mixed,40
BASF,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,260.05,308.0,-15.57,0.056,0.16,4,WATCH — mixed,40
CONCOR,Container Corporation of India Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1650.5,1652.7,-0.13,0.056,1.13,4,WATCH — mixed,40
CORONA,CORONA REMEDIES LIMITED,Healthcare,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1650.5,1652.7,-0.13,0.056,1.13,4,WATCH — mixed,40
CORALFINAC,Coral India Finance and Housing Limited,Real Estate,Micro,DoubleBottom,Daily,2026-04-23,Pattern Formed,1650.5,1652.7,-0.13,0.056,1.13,4,WATCH — mixed,40
PWL,Physicswallah Limited,Consumer Defensive,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,67.48,66.22,1.9,0.056,0.71,4,WATCH — mixed,15
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Large,DoubleBottom,Daily,2026-04-23,Pattern Formed,119.67,136.0,-12.01,0.056,0.62,4,WATCH — mixed,40
CINEVISTA,Cinevista Limited,,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,275.21,273.89,0.48,0.054,0.27,4,WATCH — mixed,80
CIFL,Capital India Finance Limited,,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,275.21,273.89,0.48,0.054,0.27,4,WATCH — mixed,80
CINELINE,Cineline India Limited,,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,275.21,273.89,0.48,0.054,0.27,4,WATCH — mixed,80
CLSEL,Chaman Lal Setia Exports Ltd.,,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,275.21,273.89,0.48,0.054,0.27,4,WATCH — mixed,80
CLEANMAX,CLEAN MAX ENVIRO EN SOL L,,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,275.21,273.89,0.48,0.054,0.27,4,WATCH — mixed,80
CIPLA,Cipla Limited,,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,275.21,273.89,0.48,0.054,0.27,4,WATCH — mixed,80
COHANCE,COHANCE LIFESCIENCES LTD,Healthcare,Mid,DoubleBottom,Weekly,2026-04-20,Pattern Formed,468.15,450.3,3.96,0.054,0.59,4,WATCH — mixed,40
JAYBARMARU,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,340.77,407.7,-16.42,0.054,0.95,4,WATCH — mixed,80
JAYKAY,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,340.77,407.7,-16.42,0.054,0.95,4,WATCH — mixed,80
JAYSREETEA,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,340.77,407.7,-16.42,0.054,0.95,4,WATCH — mixed,80
JAYAGROGN,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,340.77,407.7,-16.42,0.054,0.95,4,WATCH — mixed,80
PROZONER,Prozone Realty Limited,Real Estate,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,46.24,62.75,-26.31,0.054,0.32,4,WATCH — mixed,40
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Mid,DoubleBottom,Daily,2026-04-23,Pattern Formed,46.24,62.75,-26.31,0.054,0.32,4,WATCH — mixed,40
PROSTARM,PROSTARM INFO SYSTEMS LTD,Industrials,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,46.24,62.75,-26.31,0.054,0.32,4,WATCH — mixed,40
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Mid,DoubleBottom,Daily,2026-04-23,Pattern Formed,46.24,62.75,-26.31,0.054,0.32,4,WATCH — mixed,40
TATASTEEL,Tata Steel Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1176.4,1318.1,-10.75,0.054,0.44,4,WATCH — mixed,40
TATATECH,Tata Technologies Limited,Technology,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1176.4,1318.1,-10.75,0.054,0.44,4,WATCH — mixed,40
TCIEXP,TCI Express Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1176.4,1318.1,-10.75,0.054,0.44,4,WATCH — mixed,40
TCI,Transport Corporation of India Limited,Industrials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1176.4,1318.1,-10.75,0.054,0.44,4,WATCH — mixed,40
TATAPOWER,Tata Power Company Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1176.4,1318.1,-10.75,0.054,0.44,4,WATCH — mixed,40
VSTTILLERS,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,1488.4,1460.9,1.88,0.054,0.28,4,WATCH — mixed,15
WALCHANNAG,Walchandnagar Industries Limited,Industrials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,1488.4,1460.9,1.88,0.054,0.28,4,WATCH — mixed,15
VSTIND,VST Industries Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,1488.4,1460.9,1.88,0.054,0.28,4,WATCH — mixed,15
VSTL,Vibhor Steel Tubes Limited,,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,1488.4,1460.9,1.88,0.054,0.28,4,WATCH — mixed,15
SBFC,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,98.67,96.04,2.74,0.053,0.33,4,WATCH — mixed,15
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,144.43,207.7,-30.46,0.053,0.38,4,WATCH — mixed,40
SUYOG,Suyog Telematics Limited,Communication Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,144.43,207.7,-30.46,0.053,0.38,4,WATCH — mixed,40
SUVEN,Suven Life Sciences Limited,Healthcare,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,144.43,207.7,-30.46,0.053,0.38,4,WATCH — mixed,40
SUZLON,Suzlon Energy Limited,Industrials,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,144.43,207.7,-30.46,0.053,0.38,4,WATCH — mixed,40
SURYAROSNI,Surya Roshni Limited,Basic Materials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,144.43,207.7,-30.46,0.053,0.38,4,WATCH — mixed,40
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Cyclical,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,144.43,207.7,-30.46,0.053,0.38,4,WATCH — mixed,40
EMUDHRA,eMudhra Limited,Technology,Small,FlatBase,Daily,2026-04-23,Pattern Formed,1672.1,1597.6,4.66,0.051,0.3,4,WATCH — mixed,40
NORTHARC,Northern Arc Capital Limited,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,3.85,3.77,2.12,0.051,0.25,4,WATCH — mixed,15
AIAENG,AIA Engineering Limited,Industrials,Large,FlatBase,Weekly,2026-04-20,Pattern Formed,4089.7,4043.4,1.15,0.05,0.64,4,WATCH — mixed,40
